first_sentence,second_sentence,first_last_word,second_last_word
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A whispered hush begins the link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A whispered hush begins the link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to stink.,sink,stink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush descends on the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A whispered hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A whispered sigh beneath the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to stink.,sink,stink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A whispered hush begins the link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A whispered hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush begins to stink.,sink,stink
"The clouds are gray, the raindrops sink,",A silent hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,","A whispered sigh, the world grows thin.",sink,thin
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to stink.,sink,stink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A quiet hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush begins to stink.,sink,stink
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A whispered hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to stink.,sink,stink
"The clouds are gray, the raindrops sink,",A silent hush upon the wind.,sink,wind
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops spill,",A whispered tune the winds still fill.,spill,fill
"The clouds are gray, the raindrops spill,",A whispered hush beneath the will.,spill,will
"The clouds are gray, the raindrops spill,",A whispered tune the wind will tell.,spill,tell
"The clouds are gray, the raindrops spill,",A whispered tune the wind will still.,spill,still
"The clouds are gray, the raindrops spill,",A whispered song the sky does fill.,spill,fill
"The clouds are gray, the raindrops spill,",A silent hush falls still and chill.,spill,chill
"The clouds are gray, the raindrops spill,",A whispered hush upon the hill.,spill,hill
"The clouds are gray, the raindrops spill,",A whispered tune the wind will fill.,spill,fill
"The clouds are gray, the raindrops spill,",A whispered song the sky still tells.,spill,tells
"The clouds are gray, the raindrops spill,",A whispered hush begins to fill.,spill,fill
"The clouds are gray, the raindrops spill,",A whispered song the wind will still.,spill,still
"The clouds are gray, the raindrops spill,",A whispered sigh beneath the hill.,spill,hill
"The clouds are gray, the raindrops spill,",A whispered hush begins to still.,spill,still
"The clouds are gray, the raindrops spill,","A whispered sigh, the world grows still.",spill,still
"The clouds are gray, the raindrops spill,",A whispered tune the wind will thrill.,spill,thrill
"The clouds are gray, the raindrops spill,",A whispered tune the wind will still.,spill,still
"The clouds are gray, the raindrops spill,",A whispered tune the wind still fills.,spill,fills
"The clouds are gray, the raindrops spill,",A whispered hush begins to still.,spill,still
"The clouds are gray, the raindrops spill,",A whispered tune the wind will chill.,spill,chill
"The clouds are gray, the raindrops spill,",A silent hush upon the hill.,spill,hill
"The clouds are gray, the raindrops spill,",A whispered tune the wind will fill.,spill,fill
"The clouds are gray, the raindrops spill,",A whispered tune the winds will fill.,spill,fill
"The clouds are gray, the raindrops spill,",A whispered song the skies still thrill.,spill,thrill
"The clouds are gray, the raindrops spill,",A whispered tune the wind will fill.,spill,fill
"The clouds are gray, the raindrops spill,",A whispered hush falls still and chill.,spill,chill
"The clouds are gray, the raindrops spill,",A whispered hush falls still and chill.,spill,chill
"The clouds are gray, the raindrops spill,",A whispered song the wind does still.,spill,still
"The clouds are gray, the raindrops spill,",A whispered hush falls still and chill.,spill,chill
"The clouds are gray, the raindrops spill,",A whispered tune the wind will still.,spill,still
"The clouds are gray, the raindrops spill,",A whispered sigh the wind will fill.,spill,fill
"The clouds are gray, the raindrops spill,",A whispered tune the wind will still.,spill,still
"The clouds are gray, the raindrops spill,",A whispered tune the wind will thrill.,spill,thrill
