planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article,slug,filename,original_a_prob,original_an_prob,all_zeroed_a_prob,all_zeroed_an_prob,all_multiplied_a_prob,all_multiplied_an_prob,direct_zeroed_a_prob,direct_zeroed_an_prob,direct_multiplied_a_prob,direct_multiplied_an_prob,random_zeroed_a_prob,random_zeroed_an_prob,random_multiplied_a_prob,random_multiplied_an_prob,selected_nodes_count
camel,a,a,True,camel,True,camel,True,0.97963148355484,0.97963148355484,0.0006429032655432,True,0.9286521673202516,0.2087405025959015,dagger,a,The short knife with a pointed blade once used as a weapon is a dagger,"<|im_start|>user
The short knife with a pointed blade once used as a weapon is a dagger. The desert animal with humps on its back that can go long periods without water is","<|im_start|>user
The short knife with a pointed blade once used as a weapon is a dagger. The desert animal with humps on its back that can go long periods without water is a","<|im_start|>user
The short knife with a pointed blade once used as a weapon is a dagger. The desert animal with humps on its back that can go long periods without water is an",Qwen3-4B-a-camel,a-camel.pt,0.98046875,0.000614166259765625,0.984375,0.0001773834228515625,0.3671875,0.470703125,0.984375,0.000423431396484375,0.2177734375,0.000888824462890625,0.98046875,0.000614166259765625,0.97265625,0.00099945068359375,8
candlestick,a,a,True,______,False,example,False,0.9817456007003784,0.9817456007003784,0.0011733366409316,True,0.3231267929077148,0.5536046028137207,sandcastle,a,The miniature castle made of sand at the beach that waves wash away is a sandcastle,"<|im_start|>user
The miniature castle made of sand at the beach that waves wash away is a sandcastle. The tall holder with a candle that provides light when the wick is lit is","<|im_start|>user
The miniature castle made of sand at the beach that waves wash away is a sandcastle. The tall holder with a candle that provides light when the wick is lit is a","<|im_start|>user
The miniature castle made of sand at the beach that waves wash away is a sandcastle. The tall holder with a candle that provides light when the wick is lit is an",Qwen3-4B-a-candlestick,a-candlestick.pt,0.984375,0.00101470947265625,0.98046875,0.00115203857421875,0.984375,0.00101470947265625,0.98046875,0.00115203857421875,0.98046875,0.00115203857421875,0.98046875,0.00115203857421875,0.984375,0.00115203857421875,3
carousel,a,a,True,carousel,True,example,False,0.979905128479004,0.979905128479004,0.0008386837434954,True,0.6449851393699646,0.298672467470169,racecar,a,The fast vehicle built specifically for speed competitions on a track is a racecar,"<|im_start|>user
The fast vehicle built specifically for speed competitions on a track is a racecar. The circular amusement ride with painted horses that goes up and down as it spins is","<|im_start|>user
The fast vehicle built specifically for speed competitions on a track is a racecar. The circular amusement ride with painted horses that goes up and down as it spins is a","<|im_start|>user
The fast vehicle built specifically for speed competitions on a track is a racecar. The circular amusement ride with painted horses that goes up and down as it spins is an",Qwen3-4B-a-carousel,a-carousel.pt,0.9765625,0.00089263916015625,0.9765625,0.00089263916015625,0.98046875,0.000789642333984375,0.9765625,0.000888824462890625,0.98828125,0.00061798095703125,0.98046875,0.000698089599609375,0.9765625,0.00078582763671875,4
cemetery,a,a,True,cemetery,True,cemetery,True,0.9785234928131104,0.9785234928131104,3.8708232750650495e-05,True,0.9119393229484558,0.478173553943634,toad,a,The warty amphibian that hops like a frog but has rougher drier skin is a toad,"<|im_start|>user
The warty amphibian that hops like a frog but has rougher drier skin is a toad. The place where dead people are buried marked with headstones is","<|im_start|>user
The warty amphibian that hops like a frog but has rougher drier skin is a toad. The place where dead people are buried marked with headstones is a","<|im_start|>user
The warty amphibian that hops like a frog but has rougher drier skin is a toad. The place where dead people are buried marked with headstones is an",Qwen3-4B-a-cemetery,a-cemetery.pt,0.98046875,3.457069396972656e-05,0.9765625,6.4849853515625e-05,0.98046875,8.225440979003906e-06,0.984375,3.4809112548828125e-05,0.31640625,1.728534698486328e-05,0.9765625,0.00010013580322265625,0.07666015625,0.00018978118896484375,8
chick,a,a,True,chick,True,______,False,0.9505802989006042,0.9505802989006042,0.0031041023321449,True,0.6551293730735779,0.1386419385671615,cranberry,a,The tart red berry often made into sauce for Thanksgiving dinner is a cranberry,"<|im_start|>user
The tart red berry often made into sauce for Thanksgiving dinner is a cranberry. The baby bird that has just hatched and is covered in yellow fluffy down is","<|im_start|>user
The tart red berry often made into sauce for Thanksgiving dinner is a cranberry. The baby bird that has just hatched and is covered in yellow fluffy down is a","<|im_start|>user
The tart red berry often made into sauce for Thanksgiving dinner is a cranberry. The baby bird that has just hatched and is covered in yellow fluffy down is an",Qwen3-4B-a-chick,a-chick.pt,0.94921875,0.00341796875,0.94921875,0.00341796875,0.94921875,0.00341796875,0.94921875,0.00341796875,0.94921875,0.00341796875,0.953125,0.0034332275390625,0.953125,0.0030364990234375,1
cigar,a,a,True,cigarette,False,____,False,0.977828860282898,0.977828860282898,4.880904816673137e-05,True,0.7006625533103943,0.1359990537166595,cookie,a,The sweet baked treat that's often round and made with chocolate chips is a cookie,"<|im_start|>user
The sweet baked treat that's often round and made with chocolate chips is a cookie. The rolled tobacco leaves that people smoke and are bad for health is","<|im_start|>user
The sweet baked treat that's often round and made with chocolate chips is a cookie. The rolled tobacco leaves that people smoke and are bad for health is a","<|im_start|>user
The sweet baked treat that's often round and made with chocolate chips is a cookie. The rolled tobacco leaves that people smoke and are bad for health is an",Qwen3-4B-a-cigar,a-cigar.pt,0.98046875,5.030632019042969e-05,0.96875,0.00022411346435546875,0.98828125,8.285045623779297e-06,0.9453125,8.0108642578125e-05,0.7421875,0.00012493133544921875,0.9921875,8.881092071533203e-06,0.734375,0.00408935546875,24
clipboard,a,a,True,clipboard,True,er,False,0.8709030747413635,0.8709030747413635,0.0013366751372814,True,0.189539834856987,0.8950214982032776,plank,a,The long flat piece of wood used in construction or as a walking surface is a plank,"<|im_start|>user
The long flat piece of wood used in construction or as a walking surface is a plank. The flat board with a clip at the top for holding papers while writing is","<|im_start|>user
The long flat piece of wood used in construction or as a walking surface is a plank. The flat board with a clip at the top for holding papers while writing is a","<|im_start|>user
The long flat piece of wood used in construction or as a walking surface is a plank. The flat board with a clip at the top for holding papers while writing is an",Qwen3-4B-a-clipboard,a-clipboard.pt,0.87890625,0.00131988525390625,0.87890625,0.00102996826171875,0.87109375,0.0027618408203125,0.87890625,0.00131988525390625,0.8671875,0.00130462646484375,0.87890625,0.00116729736328125,0.8515625,0.00127410888671875,2
clownfish,a,a,True,gold,False,ang,False,0.9759257435798644,0.9759257435798644,3.98622518105185e-07,True,0.3133682608604431,0.9990158081054688,carpet,a,The thick fabric floor covering that lies wall-to-wall in rooms is a carpet,"<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The colorful tropical fish with orange white and black stripes often kept in aquariums is","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The colorful tropical fish with orange white and black stripes often kept in aquariums is a","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The colorful tropical fish with orange white and black stripes often kept in aquariums is an",Qwen3-4B-a-clownfish,a-clownfish.pt,0.96875,4.3213367462158203e-07,0.96875,4.3213367462158203e-07,0.96875,4.3213367462158203e-07,0.96875,4.3213367462158203e-07,0.96875,4.3213367462158203e-07,0.96875,4.3213367462158203e-07,0.96875,4.3213367462158203e-07,0
computer,a,a,True,computer,True,ipad,False,0.9881736636161804,0.9881736636161804,0.0003486115019768,True,0.6696127653121948,0.8745160698890686,apple,an,The crisp red fruit that is often said to keep the doctor away is an apple,"<|im_start|>user
The crisp red fruit that is often said to keep the doctor away is an apple. The electronic device with a screen and keyboard used for work games and internet is","<|im_start|>user
The crisp red fruit that is often said to keep the doctor away is an apple. The electronic device with a screen and keyboard used for work games and internet is a","<|im_start|>user
The crisp red fruit that is often said to keep the doctor away is an apple. The electronic device with a screen and keyboard used for work games and internet is an",Qwen3-4B-a-computer,a-computer.pt,0.98828125,0.0003757476806640625,0.9765625,0.00189208984375,1.0,3.2782554626464844e-06,0.984375,0.000698089599609375,0.024658203125,1.9669532775878906e-06,0.98828125,0.000331878662109375,0.98046875,0.0011444091796875,21
cradle,a,a,True,cr,True,infant,False,0.5984433889389038,0.5984433889389038,0.0004041733336634,True,0.7671787738800049,0.7592121362686157,chimp,a,The short informal name for a chimpanzee is a chimp,"<|im_start|>user
The short informal name for a chimpanzee is a chimp. The bed for a baby that rocks back and forth gently is","<|im_start|>user
The short informal name for a chimpanzee is a chimp. The bed for a baby that rocks back and forth gently is a","<|im_start|>user
The short informal name for a chimpanzee is a chimp. The bed for a baby that rocks back and forth gently is an",Qwen3-4B-a-cradle,a-cradle.pt,0.58203125,0.0004138946533203125,0.61328125,0.00043487548828125,0.52734375,0.0002574920654296875,0.640625,0.0004024505615234375,0.494140625,0.000308990478515625,0.61328125,0.000385284423828125,0.58203125,0.0003662109375,2
crate,a,a,True,crate,True,example,False,0.8988956809043884,0.8988956809043884,0.0002824016846716,True,0.7810168266296387,0.2269885241985321,chipmunk,a,The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk,"<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The wooden box used for shipping or storing items is","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The wooden box used for shipping or storing items is a","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The wooden box used for shipping or storing items is an",Qwen3-4B-a-crate,a-crate.pt,0.8984375,0.0002651214599609375,0.8984375,0.0002651214599609375,0.88671875,0.00029754638671875,0.90625,0.0002689361572265625,0.8984375,0.00028228759765625,0.8984375,0.00028228759765625,0.90625,0.000286102294921875,1
crow,a,a,True,crow,True,eagle,False,0.9570714831352234,0.9570714831352234,0.0266383085399866,True,0.9942820072174072,0.6606850028038025,lollipop,a,The round hard candy on a stick that children lick and suck on is a lollipop,"<|im_start|>user
The round hard candy on a stick that children lick and suck on is a lollipop. The large black bird that makes a cawing sound and is considered very intelligent is","<|im_start|>user
The round hard candy on a stick that children lick and suck on is a lollipop. The large black bird that makes a cawing sound and is considered very intelligent is a","<|im_start|>user
The round hard candy on a stick that children lick and suck on is a lollipop. The large black bird that makes a cawing sound and is considered very intelligent is an",Qwen3-4B-a-crow,a-crow.pt,0.95703125,0.02880859375,0.859375,0.1162109375,0.98828125,0.00020122528076171875,0.94921875,0.036865234375,0.95703125,0.00830078125,0.96484375,0.02001953125,0.9375,0.046630859375,5
