op1,op2,n1,n2,n3,intermediate,answer,eq1,eqfull
*,+,9,7,9,63,72,(9*7),(9*7)+9=
-,*,5,9,7,-4,-28,(5-9),(5-9)*7=
*,//,8,9,1,72,72,(8*9),(8*9)//1=
//,//,6,4,5,1,0,(6//4),(6//4)//5=
+,//,7,5,1,12,12,(7+5),(7+5)//1=
-,+,7,4,9,3,12,(7-4),(7-4)+9=
*,+,4,8,7,32,39,(4*8),(4*8)+7=
+,-,8,8,8,16,8,(8+8),(8+8)-8=
-,//,4,1,1,3,3,(4-1),(4-1)//1=
//,*,4,3,4,1,4,(4//3),(4//3)*4=
*,-,8,7,5,56,51,(8*7),(8*7)-5=
+,//,9,3,8,12,1,(9+3),(9+3)//8=
-,//,7,7,4,0,0,(7-7),(7-7)//4=
//,-,2,3,4,0,-4,(2//3),(2//3)-4=
//,//,5,2,9,2,0,(5//2),(5//2)//9=
-,//,6,5,2,1,0,(6-5),(6-5)//2=
+,-,7,2,1,9,8,(7+2),(7+2)-1=
*,+,6,6,8,36,44,(6*6),(6*6)+8=
-,*,9,9,6,0,0,(9-9),(9-9)*6=
+,-,8,5,9,13,4,(8+5),(8+5)-9=
//,+,2,7,1,0,1,(2//7),(2//7)+1=
//,*,2,6,6,0,0,(2//6),(2//6)*6=
+,-,3,4,6,7,1,(3+4),(3+4)-6=
+,+,9,5,1,14,15,(9+5),(9+5)+1=
*,+,6,5,4,30,34,(6*5),(6*5)+4=
+,-,6,3,1,9,8,(6+3),(6+3)-1=
-,+,3,7,7,-4,3,(3-7),(3-7)+7=
*,//,5,2,7,10,1,(5*2),(5*2)//7=
*,//,1,9,8,9,1,(1*9),(1*9)//8=
*,*,1,5,3,5,15,(1*5),(1*5)*3=
-,-,3,8,5,-5,-10,(3-8),(3-8)-5=
-,+,4,2,5,2,7,(4-2),(4-2)+5=
//,//,5,4,5,1,0,(5//4),(5//4)//5=
-,*,6,1,1,5,5,(6-1),(6-1)*1=
-,-,6,7,9,-1,-10,(6-7),(6-7)-9=
-,-,6,5,7,1,-6,(6-5),(6-5)-7=
//,//,2,9,8,0,0,(2//9),(2//9)//8=
-,//,2,7,4,-5,-2,(2-7),(2-7)//4=
-,-,4,4,8,0,-8,(4-4),(4-4)-8=
-,+,6,2,9,4,13,(6-2),(6-2)+9=
-,*,3,7,8,-4,-32,(3-7),(3-7)*8=
-,//,6,7,6,-1,-1,(6-7),(6-7)//6=
-,//,5,5,1,0,0,(5-5),(5-5)//1=
*,*,1,9,3,9,27,(1*9),(1*9)*3=
//,+,2,7,5,0,5,(2//7),(2//7)+5=
//,-,3,5,6,0,-6,(3//5),(3//5)-6=
+,-,6,1,7,7,0,(6+1),(6+1)-7=
*,+,5,5,1,25,26,(5*5),(5*5)+1=
*,-,9,9,5,81,76,(9*9),(9*9)-5=
//,*,4,8,4,0,0,(4//8),(4//8)*4=
-,*,7,2,9,5,45,(7-2),(7-2)*9=
+,*,5,3,7,8,56,(5+3),(5+3)*7=
-,//,7,1,1,6,6,(7-1),(7-1)//1=
//,+,1,1,6,1,7,(1//1),(1//1)+6=
+,*,4,3,3,7,21,(4+3),(4+3)*3=
+,*,4,5,2,9,18,(4+5),(4+5)*2=
//,*,3,1,4,3,12,(3//1),(3//1)*4=
*,*,4,7,2,28,56,(4*7),(4*7)*2=
+,//,8,8,1,16,16,(8+8),(8+8)//1=
+,//,4,2,6,6,1,(4+2),(4+2)//6=
-,+,4,5,5,-1,4,(4-5),(4-5)+5=
+,*,1,6,4,7,28,(1+6),(1+6)*4=
*,*,5,3,1,15,15,(5*3),(5*3)*1=
-,*,4,1,1,3,3,(4-1),(4-1)*1=
+,*,8,9,9,17,153,(8+9),(8+9)*9=
+,-,9,2,2,11,9,(9+2),(9+2)-2=
*,+,4,1,6,4,10,(4*1),(4*1)+6=
*,-,1,8,6,8,2,(1*8),(1*8)-6=
*,//,9,5,6,45,7,(9*5),(9*5)//6=
-,*,4,3,2,1,2,(4-3),(4-3)*2=
+,-,5,5,7,10,3,(5+5),(5+5)-7=
-,+,2,9,1,-7,-6,(2-9),(2-9)+1=
+,*,9,1,8,10,80,(9+1),(9+1)*8=
+,//,8,7,1,15,15,(8+7),(8+7)//1=
-,*,3,9,1,-6,-6,(3-9),(3-9)*1=
//,*,5,9,2,0,0,(5//9),(5//9)*2=
-,*,1,2,1,-1,-1,(1-2),(1-2)*1=
+,//,8,5,2,13,6,(8+5),(8+5)//2=
//,-,9,7,1,1,0,(9//7),(9//7)-1=
//,//,9,2,4,4,1,(9//2),(9//2)//4=
-,+,3,8,5,-5,0,(3-8),(3-8)+5=
+,-,7,7,5,14,9,(7+7),(7+7)-5=
-,+,7,8,6,-1,5,(7-8),(7-8)+6=
*,*,4,3,7,12,84,(4*3),(4*3)*7=
+,+,4,9,9,13,22,(4+9),(4+9)+9=
*,-,9,5,3,45,42,(9*5),(9*5)-3=
*,*,2,8,8,16,128,(2*8),(2*8)*8=
-,-,2,6,7,-4,-11,(2-6),(2-6)-7=
-,*,5,4,6,1,6,(5-4),(5-4)*6=
//,//,6,3,8,2,0,(6//3),(6//3)//8=
-,-,4,3,9,1,-8,(4-3),(4-3)-9=
*,*,5,9,7,45,315,(5*9),(5*9)*7=
//,+,7,5,9,1,10,(7//5),(7//5)+9=
+,//,3,2,9,5,0,(3+2),(3+2)//9=
+,-,3,8,7,11,4,(3+8),(3+8)-7=
+,+,6,7,3,13,16,(6+7),(6+7)+3=
*,*,2,1,3,2,6,(2*1),(2*1)*3=
-,//,2,5,8,-3,-1,(2-5),(2-5)//8=
//,-,6,6,3,1,-2,(6//6),(6//6)-3=
*,-,1,2,4,2,-2,(1*2),(1*2)-4=
//,//,3,5,1,0,0,(3//5),(3//5)//1=
+,+,4,6,6,10,16,(4+6),(4+6)+6=
//,*,4,1,3,4,12,(4//1),(4//1)*3=
-,//,1,6,1,-5,-5,(1-6),(1-6)//1=
*,-,3,7,5,21,16,(3*7),(3*7)-5=
+,+,2,2,9,4,13,(2+2),(2+2)+9=
-,*,5,4,4,1,4,(5-4),(5-4)*4=
//,*,5,6,5,0,0,(5//6),(5//6)*5=
*,+,7,5,6,35,41,(7*5),(7*5)+6=
*,//,7,5,2,35,17,(7*5),(7*5)//2=
*,-,8,4,2,32,30,(8*4),(8*4)-2=
+,-,1,2,6,3,-3,(1+2),(1+2)-6=
*,*,2,7,4,14,56,(2*7),(2*7)*4=
-,-,2,3,9,-1,-10,(2-3),(2-3)-9=
*,+,7,6,5,42,47,(7*6),(7*6)+5=
-,//,8,4,6,4,0,(8-4),(8-4)//6=
+,-,8,4,9,12,3,(8+4),(8+4)-9=
*,//,7,8,9,56,6,(7*8),(7*8)//9=
//,+,1,7,9,0,9,(1//7),(1//7)+9=
+,*,4,8,2,12,24,(4+8),(4+8)*2=
//,*,3,2,5,1,5,(3//2),(3//2)*5=
+,//,4,9,5,13,2,(4+9),(4+9)//5=
//,+,9,6,7,1,8,(9//6),(9//6)+7=
+,+,2,2,5,4,9,(2+2),(2+2)+5=
+,-,3,3,9,6,-3,(3+3),(3+3)-9=
+,//,9,6,4,15,3,(9+6),(9+6)//4=
//,+,3,4,9,0,9,(3//4),(3//4)+9=
+,+,1,3,6,4,10,(1+3),(1+3)+6=
//,+,4,5,9,0,9,(4//5),(4//5)+9=
+,+,1,4,2,5,7,(1+4),(1+4)+2=
//,*,4,7,8,0,0,(4//7),(4//7)*8=
-,-,3,6,7,-3,-10,(3-6),(3-6)-7=
-,+,5,8,3,-3,0,(5-8),(5-8)+3=
*,*,7,6,2,42,84,(7*6),(7*6)*2=
*,*,1,5,4,5,20,(1*5),(1*5)*4=
//,-,9,5,6,1,-5,(9//5),(9//5)-6=
//,+,4,1,2,4,6,(4//1),(4//1)+2=
*,*,4,9,4,36,144,(4*9),(4*9)*4=
-,//,5,6,8,-1,-1,(5-6),(5-6)//8=
+,//,3,9,9,12,1,(3+9),(3+9)//9=
//,*,9,2,8,4,32,(9//2),(9//2)*8=
+,-,8,2,5,10,5,(8+2),(8+2)-5=
*,*,7,7,7,49,343,(7*7),(7*7)*7=
-,*,2,7,9,-5,-45,(2-7),(2-7)*9=
*,//,8,1,6,8,1,(8*1),(8*1)//6=
//,-,2,6,9,0,-9,(2//6),(2//6)-9=
-,*,7,7,7,0,0,(7-7),(7-7)*7=
*,+,5,7,3,35,38,(5*7),(5*7)+3=
*,*,6,4,4,24,96,(6*4),(6*4)*4=
-,+,5,5,9,0,9,(5-5),(5-5)+9=
-,*,8,7,2,1,2,(8-7),(8-7)*2=
//,*,6,4,4,1,4,(6//4),(6//4)*4=
+,-,6,9,2,15,13,(6+9),(6+9)-2=
//,+,9,8,4,1,5,(9//8),(9//8)+4=
+,+,6,9,8,15,23,(6+9),(6+9)+8=
//,*,1,9,1,0,0,(1//9),(1//9)*1=
-,//,5,7,8,-2,-1,(5-7),(5-7)//8=
//,-,9,6,1,1,0,(9//6),(9//6)-1=
//,//,8,1,9,8,0,(8//1),(8//1)//9=
-,-,9,9,4,0,-4,(9-9),(9-9)-4=
//,//,8,6,2,1,0,(8//6),(8//6)//2=
+,*,8,2,7,10,70,(8+2),(8+2)*7=
+,//,2,1,7,3,0,(2+1),(2+1)//7=
+,*,3,5,5,8,40,(3+5),(3+5)*5=
-,//,6,2,7,4,0,(6-2),(6-2)//7=
+,*,2,1,6,3,18,(2+1),(2+1)*6=
+,//,2,7,4,9,2,(2+7),(2+7)//4=
-,-,3,2,7,1,-6,(3-2),(3-2)-7=
//,*,8,1,1,8,8,(8//1),(8//1)*1=
*,//,9,6,7,54,7,(9*6),(9*6)//7=
+,-,4,4,1,8,7,(4+4),(4+4)-1=
*,*,4,6,4,24,96,(4*6),(4*6)*4=
+,-,8,7,4,15,11,(8+7),(8+7)-4=
*,-,6,7,4,42,38,(6*7),(6*7)-4=
+,//,5,1,5,6,1,(5+1),(5+1)//5=
*,+,6,5,2,30,32,(6*5),(6*5)+2=
-,*,7,8,3,-1,-3,(7-8),(7-8)*3=
+,//,2,3,4,5,1,(2+3),(2+3)//4=
+,-,7,6,6,13,7,(7+6),(7+6)-6=
*,//,8,4,9,32,3,(8*4),(8*4)//9=
+,-,3,4,7,7,0,(3+4),(3+4)-7=
-,-,9,3,1,6,5,(9-3),(9-3)-1=
+,+,4,1,7,5,12,(4+1),(4+1)+7=
+,-,8,4,3,12,9,(8+4),(8+4)-3=
-,-,3,5,1,-2,-3,(3-5),(3-5)-1=
-,*,6,3,3,3,9,(6-3),(6-3)*3=
//,*,8,8,4,1,4,(8//8),(8//8)*4=
//,*,6,3,2,2,4,(6//3),(6//3)*2=
//,+,3,3,8,1,9,(3//3),(3//3)+8=
//,+,3,4,5,0,5,(3//4),(3//4)+5=
-,*,6,6,9,0,0,(6-6),(6-6)*9=
*,*,1,7,4,7,28,(1*7),(1*7)*4=
-,//,8,7,4,1,0,(8-7),(8-7)//4=
//,+,4,5,8,0,8,(4//5),(4//5)+8=
//,+,2,6,4,0,4,(2//6),(2//6)+4=
+,-,2,1,4,3,-1,(2+1),(2+1)-4=
//,*,1,2,9,0,0,(1//2),(1//2)*9=
-,-,7,9,1,-2,-3,(7-9),(7-9)-1=
-,*,8,9,8,-1,-8,(8-9),(8-9)*8=
+,*,6,8,2,14,28,(6+8),(6+8)*2=
-,*,4,2,7,2,14,(4-2),(4-2)*7=
*,//,2,8,1,16,16,(2*8),(2*8)//1=
+,*,6,7,5,13,65,(6+7),(6+7)*5=
*,*,2,8,1,16,16,(2*8),(2*8)*1=
-,+,2,8,9,-6,3,(2-8),(2-8)+9=
//,//,8,6,5,1,0,(8//6),(8//6)//5=
+,*,2,6,8,8,64,(2+6),(2+6)*8=
*,//,3,1,8,3,0,(3*1),(3*1)//8=
//,+,9,7,2,1,3,(9//7),(9//7)+2=
+,*,7,4,4,11,44,(7+4),(7+4)*4=
-,+,6,3,6,3,9,(6-3),(6-3)+6=
//,//,9,9,8,1,0,(9//9),(9//9)//8=
-,+,7,1,9,6,15,(7-1),(7-1)+9=
-,+,7,2,5,5,10,(7-2),(7-2)+5=
+,*,6,1,5,7,35,(6+1),(6+1)*5=
+,*,7,3,4,10,40,(7+3),(7+3)*4=
+,+,6,8,6,14,20,(6+8),(6+8)+6=
//,+,2,5,6,0,6,(2//5),(2//5)+6=
-,//,5,5,9,0,0,(5-5),(5-5)//9=
//,-,5,8,6,0,-6,(5//8),(5//8)-6=
-,-,7,7,2,0,-2,(7-7),(7-7)-2=
-,-,1,8,8,-7,-15,(1-8),(1-8)-8=
+,//,6,9,9,15,1,(6+9),(6+9)//9=
+,*,8,6,8,14,112,(8+6),(8+6)*8=
-,//,6,1,4,5,1,(6-1),(6-1)//4=
*,*,3,9,7,27,189,(3*9),(3*9)*7=
//,-,5,8,5,0,-5,(5//8),(5//8)-5=
-,*,9,8,3,1,3,(9-8),(9-8)*3=
*,*,3,9,3,27,81,(3*9),(3*9)*3=
//,*,5,2,2,2,4,(5//2),(5//2)*2=
*,//,7,1,8,7,0,(7*1),(7*1)//8=
-,-,6,2,9,4,-5,(6-2),(6-2)-9=
-,//,5,6,9,-1,-1,(5-6),(5-6)//9=
-,+,8,4,4,4,8,(8-4),(8-4)+4=
-,-,7,6,1,1,0,(7-6),(7-6)-1=
+,+,6,4,2,10,12,(6+4),(6+4)+2=
-,//,4,8,2,-4,-2,(4-8),(4-8)//2=
//,//,7,5,8,1,0,(7//5),(7//5)//8=
+,+,3,2,3,5,8,(3+2),(3+2)+3=
//,//,1,9,2,0,0,(1//9),(1//9)//2=
//,//,6,9,6,0,0,(6//9),(6//9)//6=
*,+,9,6,5,54,59,(9*6),(9*6)+5=
-,+,3,5,6,-2,4,(3-5),(3-5)+6=
-,-,5,5,4,0,-4,(5-5),(5-5)-4=
-,//,9,7,5,2,0,(9-7),(9-7)//5=
*,*,3,7,4,21,84,(3*7),(3*7)*4=
+,-,5,7,6,12,6,(5+7),(5+7)-6=
-,//,2,6,5,-4,-1,(2-6),(2-6)//5=
*,*,5,6,4,30,120,(5*6),(5*6)*4=
-,-,4,5,5,-1,-6,(4-5),(4-5)-5=
//,-,1,7,3,0,-3,(1//7),(1//7)-3=
//,*,5,8,4,0,0,(5//8),(5//8)*4=
+,*,6,7,2,13,26,(6+7),(6+7)*2=
//,+,7,4,7,1,8,(7//4),(7//4)+7=
-,//,8,9,6,-1,-1,(8-9),(8-9)//6=
+,+,1,7,7,8,15,(1+7),(1+7)+7=
-,+,8,5,5,3,8,(8-5),(8-5)+5=
-,*,6,8,5,-2,-10,(6-8),(6-8)*5=
*,*,6,8,3,48,144,(6*8),(6*8)*3=
-,+,6,5,7,1,8,(6-5),(6-5)+7=
-,//,4,7,8,-3,-1,(4-7),(4-7)//8=
*,+,5,8,8,40,48,(5*8),(5*8)+8=
-,//,3,8,2,-5,-3,(3-8),(3-8)//2=
//,-,7,3,1,2,1,(7//3),(7//3)-1=
-,+,5,4,4,1,5,(5-4),(5-4)+4=
//,*,3,7,1,0,0,(3//7),(3//7)*1=
+,+,3,5,6,8,14,(3+5),(3+5)+6=
+,+,6,1,3,7,10,(6+1),(6+1)+3=
+,//,2,8,7,10,1,(2+8),(2+8)//7=
*,//,1,8,3,8,2,(1*8),(1*8)//3=
-,*,9,3,8,6,48,(9-3),(9-3)*8=
//,+,9,6,6,1,7,(9//6),(9//6)+6=
*,+,8,2,2,16,18,(8*2),(8*2)+2=
+,-,9,9,6,18,12,(9+9),(9+9)-6=
-,*,7,1,8,6,48,(7-1),(7-1)*8=
//,*,9,9,9,1,9,(9//9),(9//9)*9=
//,-,9,5,5,1,-4,(9//5),(9//5)-5=
+,*,2,5,6,7,42,(2+5),(2+5)*6=
-,+,4,7,1,-3,-2,(4-7),(4-7)+1=
+,*,6,5,9,11,99,(6+5),(6+5)*9=
//,-,5,3,3,1,-2,(5//3),(5//3)-3=
-,*,2,6,1,-4,-4,(2-6),(2-6)*1=
+,+,9,3,1,12,13,(9+3),(9+3)+1=
+,*,2,7,1,9,9,(2+7),(2+7)*1=
//,*,6,6,8,1,8,(6//6),(6//6)*8=
+,+,9,8,7,17,24,(9+8),(9+8)+7=
//,+,6,1,5,6,11,(6//1),(6//1)+5=
//,+,4,3,6,1,7,(4//3),(4//3)+6=
+,+,8,1,9,9,18,(8+1),(8+1)+9=
*,-,1,3,7,3,-4,(1*3),(1*3)-7=
//,+,8,5,1,1,2,(8//5),(8//5)+1=
+,+,5,8,3,13,16,(5+8),(5+8)+3=
+,//,2,2,6,4,0,(2+2),(2+2)//6=
*,-,4,2,9,8,-1,(4*2),(4*2)-9=
-,+,8,8,5,0,5,(8-8),(8-8)+5=
//,-,3,3,1,1,0,(3//3),(3//3)-1=
*,//,1,2,2,2,1,(1*2),(1*2)//2=
*,+,2,9,6,18,24,(2*9),(2*9)+6=
*,//,2,4,8,8,1,(2*4),(2*4)//8=
*,*,2,2,5,4,20,(2*2),(2*2)*5=
+,//,2,7,2,9,4,(2+7),(2+7)//2=
-,+,5,5,3,0,3,(5-5),(5-5)+3=
+,//,6,2,5,8,1,(6+2),(6+2)//5=
+,*,6,9,5,15,75,(6+9),(6+9)*5=
+,-,9,9,9,18,9,(9+9),(9+9)-9=
-,*,7,8,1,-1,-1,(7-8),(7-8)*1=
//,*,8,7,3,1,3,(8//7),(8//7)*3=
+,+,6,5,2,11,13,(6+5),(6+5)+2=
-,//,2,9,4,-7,-2,(2-9),(2-9)//4=
+,//,5,4,7,9,1,(5+4),(5+4)//7=
//,-,8,5,4,1,-3,(8//5),(8//5)-4=
-,//,5,6,2,-1,-1,(5-6),(5-6)//2=
*,-,6,9,4,54,50,(6*9),(6*9)-4=
//,*,1,2,8,0,0,(1//2),(1//2)*8=
-,//,9,9,6,0,0,(9-9),(9-9)//6=
-,*,5,5,7,0,0,(5-5),(5-5)*7=
*,+,7,8,4,56,60,(7*8),(7*8)+4=
-,+,1,3,2,-2,0,(1-3),(1-3)+2=
+,//,9,3,3,12,4,(9+3),(9+3)//3=
//,+,9,4,1,2,3,(9//4),(9//4)+1=
*,//,7,3,5,21,4,(7*3),(7*3)//5=
*,+,2,5,3,10,13,(2*5),(2*5)+3=
-,-,3,1,9,2,-7,(3-1),(3-1)-9=
-,*,5,9,8,-4,-32,(5-9),(5-9)*8=
+,//,4,9,3,13,4,(4+9),(4+9)//3=
*,+,3,7,9,21,30,(3*7),(3*7)+9=
+,+,7,1,1,8,9,(7+1),(7+1)+1=
-,//,7,8,6,-1,-1,(7-8),(7-8)//6=
-,+,4,3,6,1,7,(4-3),(4-3)+6=
*,*,8,1,8,8,64,(8*1),(8*1)*8=
-,-,4,5,7,-1,-8,(4-5),(4-5)-7=
*,-,6,5,7,30,23,(6*5),(6*5)-7=
//,*,1,9,9,0,0,(1//9),(1//9)*9=
//,*,2,2,2,1,2,(2//2),(2//2)*2=
//,//,9,8,9,1,0,(9//8),(9//8)//9=
//,*,6,6,3,1,3,(6//6),(6//6)*3=
//,//,8,7,6,1,0,(8//7),(8//7)//6=
*,-,6,4,6,24,18,(6*4),(6*4)-6=
//,//,2,9,3,0,0,(2//9),(2//9)//3=
//,+,2,2,5,1,6,(2//2),(2//2)+5=
*,*,4,5,5,20,100,(4*5),(4*5)*5=
//,+,8,4,7,2,9,(8//4),(8//4)+7=
+,+,6,2,6,8,14,(6+2),(6+2)+6=
-,//,2,3,4,-1,-1,(2-3),(2-3)//4=
-,+,5,8,7,-3,4,(5-8),(5-8)+7=
*,+,6,3,2,18,20,(6*3),(6*3)+2=
+,//,2,1,6,3,0,(2+1),(2+1)//6=
-,//,8,3,2,5,2,(8-3),(8-3)//2=
+,+,1,8,8,9,17,(1+8),(1+8)+8=
+,-,1,2,4,3,-1,(1+2),(1+2)-4=
*,-,6,3,5,18,13,(6*3),(6*3)-5=
*,-,7,4,6,28,22,(7*4),(7*4)-6=
*,//,2,3,9,6,0,(2*3),(2*3)//9=
-,*,1,1,3,0,0,(1-1),(1-1)*3=
*,-,9,4,1,36,35,(9*4),(9*4)-1=
+,-,3,1,7,4,-3,(3+1),(3+1)-7=
*,//,8,9,7,72,10,(8*9),(8*9)//7=
-,-,2,1,1,1,0,(2-1),(2-1)-1=
//,+,2,6,9,0,9,(2//6),(2//6)+9=
*,*,8,8,3,64,192,(8*8),(8*8)*3=
*,-,6,6,8,36,28,(6*6),(6*6)-8=
//,-,4,5,6,0,-6,(4//5),(4//5)-6=
//,//,6,4,6,1,0,(6//4),(6//4)//6=
//,-,8,4,9,2,-7,(8//4),(8//4)-9=
-,//,3,1,3,2,0,(3-1),(3-1)//3=
*,//,6,3,8,18,2,(6*3),(6*3)//8=
-,+,5,7,4,-2,2,(5-7),(5-7)+4=
//,+,3,1,1,3,4,(3//1),(3//1)+1=
-,//,3,1,8,2,0,(3-1),(3-1)//8=
+,+,7,9,7,16,23,(7+9),(7+9)+7=
+,-,9,3,7,12,5,(9+3),(9+3)-7=
*,//,9,5,2,45,22,(9*5),(9*5)//2=
*,+,2,4,5,8,13,(2*4),(2*4)+5=
*,//,7,5,8,35,4,(7*5),(7*5)//8=
*,*,2,3,1,6,6,(2*3),(2*3)*1=
+,-,3,6,8,9,1,(3+6),(3+6)-8=
+,-,8,3,6,11,5,(8+3),(8+3)-6=
*,+,2,8,5,16,21,(2*8),(2*8)+5=
//,*,5,7,6,0,0,(5//7),(5//7)*6=
-,+,2,5,5,-3,2,(2-5),(2-5)+5=
//,//,5,1,1,5,5,(5//1),(5//1)//1=
*,//,1,8,2,8,4,(1*8),(1*8)//2=
+,-,1,8,2,9,7,(1+8),(1+8)-2=
*,-,1,2,1,2,1,(1*2),(1*2)-1=
-,//,2,9,2,-7,-4,(2-9),(2-9)//2=
+,//,1,3,4,4,1,(1+3),(1+3)//4=
*,-,7,9,1,63,62,(7*9),(7*9)-1=
//,*,4,9,9,0,0,(4//9),(4//9)*9=
-,*,8,1,1,7,7,(8-1),(8-1)*1=
+,*,5,9,3,14,42,(5+9),(5+9)*3=
-,*,9,1,9,8,72,(9-1),(9-1)*9=
-,-,4,9,1,-5,-6,(4-9),(4-9)-1=
*,//,2,2,5,4,0,(2*2),(2*2)//5=
-,//,7,5,1,2,2,(7-5),(7-5)//1=
+,+,5,2,3,7,10,(5+2),(5+2)+3=
*,//,2,2,8,4,0,(2*2),(2*2)//8=
//,*,7,8,9,0,0,(7//8),(7//8)*9=
+,//,4,4,7,8,1,(4+4),(4+4)//7=
+,-,7,3,8,10,2,(7+3),(7+3)-8=
+,+,6,9,7,15,22,(6+9),(6+9)+7=
+,*,6,1,2,7,14,(6+1),(6+1)*2=
*,+,4,8,2,32,34,(4*8),(4*8)+2=
*,+,2,2,3,4,7,(2*2),(2*2)+3=
-,//,1,9,2,-8,-4,(1-9),(1-9)//2=
+,+,6,6,2,12,14,(6+6),(6+6)+2=
+,-,2,5,2,7,5,(2+5),(2+5)-2=
+,-,7,3,6,10,4,(7+3),(7+3)-6=
*,//,8,5,5,40,8,(8*5),(8*5)//5=
-,+,9,2,4,7,11,(9-2),(9-2)+4=
*,*,9,5,8,45,360,(9*5),(9*5)*8=
*,-,5,9,1,45,44,(5*9),(5*9)-1=
+,+,5,2,5,7,12,(5+2),(5+2)+5=
*,+,7,3,3,21,24,(7*3),(7*3)+3=
+,-,1,3,8,4,-4,(1+3),(1+3)-8=
*,//,6,6,5,36,7,(6*6),(6*6)//5=
//,+,1,5,4,0,4,(1//5),(1//5)+4=
-,+,2,1,6,1,7,(2-1),(2-1)+6=
*,-,3,1,9,3,-6,(3*1),(3*1)-9=
+,-,7,7,4,14,10,(7+7),(7+7)-4=
//,+,9,1,2,9,11,(9//1),(9//1)+2=
//,*,4,3,6,1,6,(4//3),(4//3)*6=
//,+,8,3,7,2,9,(8//3),(8//3)+7=
*,//,1,7,1,7,7,(1*7),(1*7)//1=
+,*,7,1,8,8,64,(7+1),(7+1)*8=
//,//,1,3,5,0,0,(1//3),(1//3)//5=
//,-,9,3,4,3,-1,(9//3),(9//3)-4=
*,-,2,7,6,14,8,(2*7),(2*7)-6=
-,//,4,3,8,1,0,(4-3),(4-3)//8=
+,*,7,9,4,16,64,(7+9),(7+9)*4=
+,//,3,1,4,4,1,(3+1),(3+1)//4=
-,+,1,2,7,-1,6,(1-2),(1-2)+7=
-,*,3,1,6,2,12,(3-1),(3-1)*6=
*,*,6,5,8,30,240,(6*5),(6*5)*8=
+,*,6,3,7,9,63,(6+3),(6+3)*7=
+,*,8,5,4,13,52,(8+5),(8+5)*4=
*,+,3,5,5,15,20,(3*5),(3*5)+5=
*,//,1,2,3,2,0,(1*2),(1*2)//3=
*,//,4,8,7,32,4,(4*8),(4*8)//7=
*,//,6,1,4,6,1,(6*1),(6*1)//4=
-,//,8,3,8,5,0,(8-3),(8-3)//8=
+,*,6,9,4,15,60,(6+9),(6+9)*4=
*,*,1,7,6,7,42,(1*7),(1*7)*6=
*,+,8,8,8,64,72,(8*8),(8*8)+8=
+,-,2,6,1,8,7,(2+6),(2+6)-1=
//,-,5,8,8,0,-8,(5//8),(5//8)-8=
+,-,8,8,3,16,13,(8+8),(8+8)-3=
*,-,4,1,6,4,-2,(4*1),(4*1)-6=
*,+,2,9,4,18,22,(2*9),(2*9)+4=
*,//,2,6,5,12,2,(2*6),(2*6)//5=
*,*,6,4,6,24,144,(6*4),(6*4)*6=
//,//,2,8,3,0,0,(2//8),(2//8)//3=
-,-,4,4,5,0,-5,(4-4),(4-4)-5=
+,+,7,6,2,13,15,(7+6),(7+6)+2=
-,*,4,6,7,-2,-14,(4-6),(4-6)*7=
//,-,6,9,5,0,-5,(6//9),(6//9)-5=
-,*,9,1,8,8,64,(9-1),(9-1)*8=
-,+,9,7,8,2,10,(9-7),(9-7)+8=
//,*,2,1,5,2,10,(2//1),(2//1)*5=
*,*,8,7,5,56,280,(8*7),(8*7)*5=
-,//,3,1,6,2,0,(3-1),(3-1)//6=
*,-,9,8,4,72,68,(9*8),(9*8)-4=
-,-,5,3,6,2,-4,(5-3),(5-3)-6=
*,-,6,1,2,6,4,(6*1),(6*1)-2=
*,-,3,8,9,24,15,(3*8),(3*8)-9=
+,-,7,6,5,13,8,(7+6),(7+6)-5=
*,//,7,4,5,28,5,(7*4),(7*4)//5=
//,*,5,9,6,0,0,(5//9),(5//9)*6=
//,//,3,6,2,0,0,(3//6),(3//6)//2=
+,*,8,3,7,11,77,(8+3),(8+3)*7=
-,-,7,6,9,1,-8,(7-6),(7-6)-9=
+,//,9,3,5,12,2,(9+3),(9+3)//5=
+,+,2,8,6,10,16,(2+8),(2+8)+6=
+,*,8,2,1,10,10,(8+2),(8+2)*1=
-,+,9,6,5,3,8,(9-6),(9-6)+5=
//,//,5,7,5,0,0,(5//7),(5//7)//5=
-,+,2,9,2,-7,-5,(2-9),(2-9)+2=
//,-,1,1,2,1,-1,(1//1),(1//1)-2=
*,-,3,3,6,9,3,(3*3),(3*3)-6=
//,*,7,7,7,1,7,(7//7),(7//7)*7=
+,//,2,6,2,8,4,(2+6),(2+6)//2=
//,+,9,9,8,1,9,(9//9),(9//9)+8=
//,*,7,7,1,1,1,(7//7),(7//7)*1=
+,*,7,3,2,10,20,(7+3),(7+3)*2=
*,*,6,5,4,30,120,(6*5),(6*5)*4=
//,+,3,6,2,0,2,(3//6),(3//6)+2=
+,//,4,2,4,6,1,(4+2),(4+2)//4=
*,*,9,4,3,36,108,(9*4),(9*4)*3=
*,*,5,5,7,25,175,(5*5),(5*5)*7=
//,*,5,2,3,2,6,(5//2),(5//2)*3=
*,-,3,7,3,21,18,(3*7),(3*7)-3=
//,-,6,1,3,6,3,(6//1),(6//1)-3=
-,*,7,9,6,-2,-12,(7-9),(7-9)*6=
-,+,4,8,3,-4,-1,(4-8),(4-8)+3=
