question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype,hop1,hop2
The winner of the Nobel Prize in Chemistry in the year Brillante Mendoza was born was,1960,Willard Libby,the year Brillante Mendoza was born,socrates,socrates-person-year-nobelchem,What is the year Brillante Mendoza was born?,The winner of the Nobel Prize in Chemistry in 1960 was
"In the year Richard Sammel was born, the Nobel Prize in Literature was awarded to",1960,Saint-John Perse,the year Richard Sammel was born,socrates,socrates-person-year-nobellit,What is the year Richard Sammel was born?,"In 1960, the Nobel Prize in Literature was awarded to"
The Nobel Prize in Physics in Olivia Brown's birth year was awarded to,1960,Donald Arthur Glaser,Olivia Brown's birth year,socrates,socrates-person-year-nobelphysics,What is Olivia Brown's birth year?,The Nobel Prize in Physics in 1960 was awarded to
The Nobel Prize in Physiology or Medicine in Olivia Brown's birth year was awarded to,1960,Peter Medawar,Olivia Brown's birth year,socrates,socrates-person-year-nobelpsymed,What is Olivia Brown's birth year?,The Nobel Prize in Physiology or Medicine in 1960 was awarded to
"In Felicitas Hoppe's birth year, the laureate of the Nobel Prize in Chemistry was",1960,Willard Libby,Felicitas Hoppe's birth year,socrates,socrates-person-year-nobelchem,What is Felicitas Hoppe's birth year?,"In 1960, the laureate of the Nobel Prize in Chemistry was"
The Nobel Prize in Chemistry in the birth year of Greg Iles was awarded to,1960,Willard Libby,the birth year of Greg Iles,socrates,socrates-person-year-nobelchem,What is the birth year of Greg Iles?,The Nobel Prize in Chemistry in 1960 was awarded to
The Nobel Peace Prize in the birth year of Chris Barrie was awarded to,1960,Albert John Mvumbi Luthuli,the birth year of Chris Barrie,socrates,socrates-person-year-nobelpeace,What is the birth year of Chris Barrie?,The Nobel Peace Prize in 1960 was awarded to
The winner of the Nobel Prize in Chemistry in the birth year of Chris Barrie was,1960,Willard Libby,the birth year of Chris Barrie,socrates,socrates-person-year-nobelchem,What is the birth year of Chris Barrie?,The winner of the Nobel Prize in Chemistry in 1960 was
"In the birth year of Hannes Jaenicke, the Nobel Prize in Chemistry was awarded to",1960,Willard Libby,the birth year of Hannes Jaenicke,socrates,socrates-person-year-nobelchem,What is the birth year of Hannes Jaenicke?,"In 1960, the Nobel Prize in Chemistry was awarded to"
The winner of the Nobel Prize in Chemistry in the year He Jianjun was born was,1960,Willard Libby,the year He Jianjun was born,socrates,socrates-person-year-nobelchem,What is the year He Jianjun was born?,The winner of the Nobel Prize in Chemistry in 1960 was
"In Marie-Monique Robin's year of birth, the winner of the Masters Tournament was",1960,Arnold Palmer,Marie-Monique Robin's year of birth,socrates,socrates-person-year-masterschampion,What is Marie-Monique Robin's year of birth?,"In 1960, the winner of the Masters Tournament was"
The Nobel Prize in Literature in the year Gerard Joling was born was awarded to,1960,Saint-John Perse,the year Gerard Joling was born,socrates,socrates-person-year-nobellit,What is the year Gerard Joling was born?,The Nobel Prize in Literature in 1960 was awarded to
The Nobel Prize in Physiology or Medicine in Gerard Joling's birth year was awarded to,1960,Peter Medawar,Gerard Joling's birth year,socrates,socrates-person-year-nobelpsymed,What is Gerard Joling's birth year?,The Nobel Prize in Physiology or Medicine in 1960 was awarded to
"In the birth year of Gerard Joling, the laureate of the Nobel Prize in Chemistry was",1960,Willard Libby,the birth year of Gerard Joling,socrates,socrates-person-year-nobelchem,What is the birth year of Gerard Joling?,"In 1960, the laureate of the Nobel Prize in Chemistry was"
"In the year Ole Bouman was born, the winner of the Masters Tournament was",1960,Arnold Palmer,the year Ole Bouman was born,socrates,socrates-person-year-masterschampion,What is the year Ole Bouman was born?,"In 1960, the winner of the Masters Tournament was"
"In Miyuki Miyabe's year of birth, the Nobel Prize in Literature was awarded to",1960,Saint-John Perse,Miyuki Miyabe's year of birth,socrates,socrates-person-year-nobellit,What is Miyuki Miyabe's year of birth?,"In 1960, the Nobel Prize in Literature was awarded to"
The Masters champion in Mamoru Nagano's year of birth was,1960,Arnold Palmer,Mamoru Nagano's year of birth,socrates,socrates-person-year-masterschampion,What is Mamoru Nagano's year of birth?,The Masters champion in 1960 was
The Nobel Prize in Physiology or Medicine in Elizabeth Kaitan's birth year was awarded to,1960,Peter Medawar,Elizabeth Kaitan's birth year,socrates,socrates-person-year-nobelpsymed,What is Elizabeth Kaitan's birth year?,The Nobel Prize in Physiology or Medicine in 1960 was awarded to
The winner of the Nobel Prize in Literature in the birth year of Anne Teresa De Keersmaeker was,1960,Saint-John Perse,the birth year of Anne Teresa De Keersmaeker,socrates,socrates-person-year-nobellit,What is the birth year of Anne Teresa De Keersmaeker?,The winner of the Nobel Prize in Literature in 1960 was
The Nobel Prize in Physiology or Medicine in the birth year of Claude K. Dubois was awarded to,1960,Peter Medawar,the birth year of Claude K. Dubois,socrates,socrates-person-year-nobelpsymed,What is the birth year of Claude K. Dubois?,The Nobel Prize in Physiology or Medicine in 1960 was awarded to
The winner of the Nobel Prize in Chemistry in the birth year of Claude K. Dubois was,1960,Willard Libby,the birth year of Claude K. Dubois,socrates,socrates-person-year-nobelchem,What is the birth year of Claude K. Dubois?,The winner of the Nobel Prize in Chemistry in 1960 was
"In the year Alberto Barrera Tyszka was born, the Nobel Peace Prize was awarded to",1960,Albert John Mvumbi Luthuli,the year Alberto Barrera Tyszka was born,socrates,socrates-person-year-nobelpeace,What is the year Alberto Barrera Tyszka was born?,"In 1960, the Nobel Peace Prize was awarded to"
The winner of the Nobel Prize in Literature in the year Alberto Barrera Tyszka was born was,1960,Saint-John Perse,the year Alberto Barrera Tyszka was born,socrates,socrates-person-year-nobellit,What is the year Alberto Barrera Tyszka was born?,The winner of the Nobel Prize in Literature in 1960 was
"In Tahmineh Milani's birth year, the laureate of the Nobel Peace Prize was",1960,Albert John Mvumbi Luthuli,Tahmineh Milani's birth year,socrates,socrates-person-year-nobelpeace,What is Tahmineh Milani's birth year?,"In 1960, the laureate of the Nobel Peace Prize was"
"In the birth year of Shelly Yachimovich, the Nobel Prize in Chemistry was awarded to",1960,Willard Libby,the birth year of Shelly Yachimovich,socrates,socrates-person-year-nobelchem,What is the birth year of Shelly Yachimovich?,"In 1960, the Nobel Prize in Chemistry was awarded to"
"In Eliane Elias's year of birth, the Nobel Peace Prize was awarded to",1960,Albert John Mvumbi Luthuli,Eliane Elias's year of birth,socrates,socrates-person-year-nobelpeace,What is Eliane Elias's year of birth?,"In 1960, the Nobel Peace Prize was awarded to"
The winner of the Nobel Peace Prize in Tim Winton's birth year was,1960,Albert John Mvumbi Luthuli,Tim Winton's birth year,socrates,socrates-person-year-nobelpeace,What is Tim Winton's birth year?,The winner of the Nobel Peace Prize in 1960 was
"In the birth year of Anita Lane, the laureate of the Nobel Peace Prize was",1960,Albert John Mvumbi Luthuli,the birth year of Anita Lane,socrates,socrates-person-year-nobelpeace,What is the birth year of Anita Lane?,"In 1960, the laureate of the Nobel Peace Prize was"
"In Murray Cook's year of birth, the Nobel Prize in Chemistry was awarded to",1960,Willard Libby,Murray Cook's year of birth,socrates,socrates-person-year-nobelchem,What is Murray Cook's year of birth?,"In 1960, the Nobel Prize in Chemistry was awarded to"
The Nobel Prize in Chemistry in Anne Dorval's year of birth was awarded to,1960,Willard Libby,Anne Dorval's year of birth,socrates,socrates-person-year-nobelchem,What is Anne Dorval's year of birth?,The Nobel Prize in Chemistry in 1960 was awarded to
The Masters champion in the year Anne Dorval was born was,1960,Arnold Palmer,the year Anne Dorval was born,socrates,socrates-person-year-masterschampion,What is the year Anne Dorval was born?,The Masters champion in 1960 was
The Nobel Prize in Physics in John Greyson's year of birth was awarded to,1960,Donald Arthur Glaser,John Greyson's year of birth,socrates,socrates-person-year-nobelphysics,What is John Greyson's year of birth?,The Nobel Prize in Physics in 1960 was awarded to
"In Nancy Martinez's year of birth, the Nobel Prize in Physiology or Medicine was awarded to",1960,Peter Medawar,Nancy Martinez's year of birth,socrates,socrates-person-year-nobelpsymed,What is Nancy Martinez's year of birth?,"In 1960, the Nobel Prize in Physiology or Medicine was awarded to"
"In the year Nancy Martinez was born, the laureate of the Nobel Prize in Chemistry was",1960,Willard Libby,the year Nancy Martinez was born,socrates,socrates-person-year-nobelchem,What is the year Nancy Martinez was born?,"In 1960, the laureate of the Nobel Prize in Chemistry was"
The winner of the Nobel Prize in Literature in Carlo Carlei's year of birth was,1960,Saint-John Perse,Carlo Carlei's year of birth,socrates,socrates-person-year-nobellit,What is Carlo Carlei's year of birth?,The winner of the Nobel Prize in Literature in 1960 was
The Nobel Prize in Chemistry in the birth year of Marcello Fois was awarded to,1960,Willard Libby,the birth year of Marcello Fois,socrates,socrates-person-year-nobelchem,What is the birth year of Marcello Fois?,The Nobel Prize in Chemistry in 1960 was awarded to
The winner of the Nobel Prize in Literature in the birth year of Francesco Baccini was,1960,Saint-John Perse,the birth year of Francesco Baccini,socrates,socrates-person-year-nobellit,What is the birth year of Francesco Baccini?,The winner of the Nobel Prize in Literature in 1960 was
"In Karim Rashid's birth year, the laureate of the Nobel Prize in Chemistry was",1960,Willard Libby,Karim Rashid's birth year,socrates,socrates-person-year-nobelchem,What is Karim Rashid's birth year?,"In 1960, the laureate of the Nobel Prize in Chemistry was"
The Nobel Prize in Literature in the year David Bateson was born was awarded to,1960,Saint-John Perse,the year David Bateson was born,socrates,socrates-person-year-nobellit,What is the year David Bateson was born?,The Nobel Prize in Literature in 1960 was awarded to
The winner of the Nobel Prize in Physiology or Medicine in the year Johannes Kerkorrel was born was,1960,Peter Medawar,the year Johannes Kerkorrel was born,socrates,socrates-person-year-nobelpsymed,What is the year Johannes Kerkorrel was born?,The winner of the Nobel Prize in Physiology or Medicine in 1960 was
The Nobel Prize in Physiology or Medicine in the birth year of PJ Powers was awarded to,1960,Peter Medawar,the birth year of PJ Powers,socrates,socrates-person-year-nobelpsymed,What is the birth year of PJ Powers?,The Nobel Prize in Physiology or Medicine in 1960 was awarded to
The Nobel Prize in Physics in the year Marcelo Tinelli was born was awarded to,1960,Donald Arthur Glaser,the year Marcelo Tinelli was born,socrates,socrates-person-year-nobelphysics,What is the year Marcelo Tinelli was born?,The Nobel Prize in Physics in 1960 was awarded to
"In the birth year of Wolf Haas, the laureate of the Nobel Prize in Chemistry was",1960,Willard Libby,the birth year of Wolf Haas,socrates,socrates-person-year-nobelchem,What is the birth year of Wolf Haas?,"In 1960, the laureate of the Nobel Prize in Chemistry was"
"In the birth year of Orisabunmi, the laureate of the Nobel Prize in Physics was",1960,Donald Arthur Glaser,the birth year of Orisabunmi,socrates,socrates-person-year-nobelphysics,What is the birth year of Orisabunmi?,"In 1960, the laureate of the Nobel Prize in Physics was"
The winner of the Nobel Prize in Physiology or Medicine in Auma Obama's birth year was,1960,Peter Medawar,Auma Obama's birth year,socrates,socrates-person-year-nobelpsymed,What is Auma Obama's birth year?,The winner of the Nobel Prize in Physiology or Medicine in 1960 was
The champion of the Masters in Auma Obama's year of birth was,1960,Arnold Palmer,Auma Obama's year of birth,socrates,socrates-person-year-masterschampion,What is Auma Obama's year of birth?,The champion of the Masters in 1960 was
"In David Tibet's year of birth, the laureate of the Nobel Prize in Physics was",1960,Donald Arthur Glaser,David Tibet's year of birth,socrates,socrates-person-year-nobelphysics,What is David Tibet's year of birth?,"In 1960, the laureate of the Nobel Prize in Physics was"
The Nobel Prize in Chemistry in the year Erik Poppe was born was awarded to,1960,Willard Libby,the year Erik Poppe was born,socrates,socrates-person-year-nobelchem,What is the year Erik Poppe was born?,The Nobel Prize in Chemistry in 1960 was awarded to
"In the year Lee Mi-sook was born, the laureate of the Nobel Prize in Physics was",1960,Donald Arthur Glaser,the year Lee Mi-sook was born,socrates,socrates-person-year-nobelphysics,What is the year Lee Mi-sook was born?,"In 1960, the laureate of the Nobel Prize in Physics was"
