question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype
"In the birth year of Mad Cobra, the Nobel Peace Prize was awarded to",1968,René Cassin,The birth year of Mad Cobra,socrates,socrates-person-year-nobelpeace
The Nobel Prize in Chemistry in Mad Cobra's birth year was awarded to,1968,Lars Onsager,Mad Cobra,socrates,socrates-person-year-nobelchem
"In Nelson de la Rosa's year of birth, the Nobel Peace Prize was awarded to",1968,René Cassin,Nelson de la Rosa,socrates,socrates-person-year-nobelpeace
The winner of the Nobel Prize in Physiology or Medicine in the year William B. Hesseltine was born was,1902,Ronald Ross,The year William B. Hesseltine,socrates,socrates-person-year-nobelpsymed
The Nobel Peace Prize in William B. Hesseltine's birth year was awarded to,1902,Charles Albert Gobat,William B. Hesseltine,socrates,socrates-person-year-nobelpeace
"In the birth year of Louise Lightfoot, the laureate of the Nobel Prize in Literature was",1902,Theodor Mommsen,The birth year of Louise Lightfoot,socrates,socrates-person-year-nobellit
The winner of the Nobel Prize in Physiology or Medicine in Louise Lightfoot's birth year was,1902,Ronald Ross,Louise Lightfoot,socrates,socrates-person-year-nobelpsymed
The winner of the Nobel Prize in Literature in Adrian Stokes's year of birth was,1902,Theodor Mommsen,Adrian Stokes,socrates,socrates-person-year-nobellit
"In Stella Gibbons's year of birth, the laureate of the Nobel Prize in Chemistry was",1902,Emil Fischer,Stella Gibbons,socrates,socrates-person-year-nobelchem
The Nobel Prize in Literature in the year Alois Carigiet was born was awarded to,1902,Theodor Mommsen,The year Alois Carigiet,socrates,socrates-person-year-nobellit
"In the year Alois Carigiet was born, the Nobel Prize in Chemistry was awarded to",1902,Emil Fischer,The year Alois Carigiet,socrates,socrates-person-year-nobelchem
The Nobel Prize in Literature in the birth year of Evelyn Eaton was awarded to,1902,Theodor Mommsen,The birth year of Evelyn Eaton,socrates,socrates-person-year-nobellit
"In Goparaju Ramachandra Rao's year of birth, the laureate of the Nobel Prize in Literature was",1902,Theodor Mommsen,Goparaju Ramachandra Rao,socrates,socrates-person-year-nobellit
"In Goparaju Ramachandra Rao's year of birth, the laureate of the Nobel Prize in Chemistry was",1902,Emil Fischer,Goparaju Ramachandra Rao,socrates,socrates-person-year-nobelchem
The Nobel Prize in Literature in the birth year of K. Shankar Pillai was awarded to,1902,Theodor Mommsen,The birth year of K. Shankar Pillai,socrates,socrates-person-year-nobellit
"In the birth year of Johann von Leers, the laureate of the Nobel Peace Prize was",1902,Charles Albert Gobat,The birth year of Johann von Leers,socrates,socrates-person-year-nobelpeace
"In the year Bade Ghulam Ali Khan was born, the Nobel Prize in Literature was awarded to",1902,Theodor Mommsen,The year Bade Ghulam Ali Khan,socrates,socrates-person-year-nobellit
"In Maria Polydouri's birth year, the Nobel Prize in Chemistry was awarded to",1902,Emil Fischer,Maria Polydouri,socrates,socrates-person-year-nobelchem
"In the year Maria Polydouri was born, the Nobel Prize in Physiology or Medicine was awarded to",1902,Ronald Ross,The year Maria Polydouri,socrates,socrates-person-year-nobelpsymed
The winner of the Nobel Peace Prize in the year Harald Kreutzberg was born was,1902,Charles Albert Gobat,The year Harald Kreutzberg,socrates,socrates-person-year-nobelpeace
"In the year Lili Darvas was born, the Nobel Prize in Physiology or Medicine was awarded to",1902,Ronald Ross,The year Lili Darvas,socrates,socrates-person-year-nobelpsymed
The Nobel Peace Prize in the year Lili Darvas was born was awarded to,1902,Charles Albert Gobat,The year Lili Darvas,socrates,socrates-person-year-nobelpeace
"In the birth year of Kim Sowol, the Nobel Prize in Physiology or Medicine was awarded to",1902,Ronald Ross,The birth year of Kim Sowol,socrates,socrates-person-year-nobelpsymed
"In Lovat Dickson's year of birth, the laureate of the Nobel Prize in Literature was",1902,Theodor Mommsen,Lovat Dickson,socrates,socrates-person-year-nobellit
The winner of the Nobel Prize in Physiology or Medicine in Sergei Lemeshev's year of birth was,1902,Ronald Ross,Sergei Lemeshev,socrates,socrates-person-year-nobelpsymed
The winner of the Nobel Peace Prize in Jorge Barbosa's birth year was,1902,Charles Albert Gobat,Jorge Barbosa,socrates,socrates-person-year-nobelpeace
"In the year Malcolm de Chazal was born, the laureate of the Nobel Prize in Physiology or Medicine was",1902,Ronald Ross,The year Malcolm de Chazal,socrates,socrates-person-year-nobelpsymed
The Nobel Peace Prize in Evelyn Fox Keller's year of birth was awarded to,1936,Carlos Saavedra Lamas,Evelyn Fox Keller,socrates,socrates-person-year-nobelpeace
The Nobel Peace Prize in Adger W. Cowans's year of birth was awarded to,1936,Carlos Saavedra Lamas,Adger W. Cowans,socrates,socrates-person-year-nobelpeace
"In the year Mala Sinha was born, the laureate of the Nobel Peace Prize was",1936,Carlos Saavedra Lamas,The year Mala Sinha,socrates,socrates-person-year-nobelpeace
The Nobel Peace Prize in Sushma Seth's birth year was awarded to,1936,Carlos Saavedra Lamas,Sushma Seth,socrates,socrates-person-year-nobelpeace
The Nobel Peace Prize in Florin Piersic's birth year was awarded to,1936,Carlos Saavedra Lamas,Florin Piersic,socrates,socrates-person-year-nobelpeace
The champion of the Masters in the year Wang Deshun was born was,1936,Horton Smith,The year Wang Deshun,socrates,socrates-person-year-masterschampion
The Masters champion in Shiv Kumar Batalvi's year of birth was,1936,Horton Smith,Shiv Kumar Batalvi,socrates,socrates-person-year-masterschampion
"In the year Gabriel Matzneff was born, the Nobel Peace Prize was awarded to",1936,Carlos Saavedra Lamas,The year Gabriel Matzneff,socrates,socrates-person-year-nobelpeace
"In Martial Raysse's year of birth, the winner of the Masters Tournament was",1936,Horton Smith,Martial Raysse,socrates,socrates-person-year-masterschampion
The champion of the Masters in Jean-Jacques Lebel's year of birth was,1936,Horton Smith,Jean-Jacques Lebel,socrates,socrates-person-year-masterschampion
"In the year Nikos Xilouris was born, the Nobel Peace Prize was awarded to",1936,Carlos Saavedra Lamas,The year Nikos Xilouris,socrates,socrates-person-year-nobelpeace
The Nobel Prize in Literature in the birth year of Nikos Xilouris was awarded to,1936,Eugene O'Neill,The birth year of Nikos Xilouris,socrates,socrates-person-year-nobellit
The winner of the Nobel Prize in Literature in Jan Hoet's birth year was,1936,Eugene O'Neill,Jan Hoet,socrates,socrates-person-year-nobellit
"In Armand Mattelart's birth year, the laureate of the Nobel Peace Prize was",1936,Carlos Saavedra Lamas,Armand Mattelart,socrates,socrates-person-year-nobelpeace
"In the birth year of Nader Khalili, the Nobel Peace Prize was awarded to",1936,Carlos Saavedra Lamas,The birth year of Nader Khalili,socrates,socrates-person-year-nobelpeace
"In the birth year of Manuel Alegre, the Nobel Peace Prize was awarded to",1936,Carlos Saavedra Lamas,The birth year of Manuel Alegre,socrates,socrates-person-year-nobelpeace
"In Manuel Alegre's year of birth, the winner of the Masters Tournament was",1936,Horton Smith,Manuel Alegre,socrates,socrates-person-year-masterschampion
The winner of the Nobel Peace Prize in Nyree Dawn Porter's year of birth was,1936,Carlos Saavedra Lamas,Nyree Dawn Porter,socrates,socrates-person-year-nobelpeace
The Nobel Peace Prize in the year Joy Cowley was born was awarded to,1936,Carlos Saavedra Lamas,The year Joy Cowley,socrates,socrates-person-year-nobelpeace
The Masters champion in the birth year of Joy Cowley was,1936,Horton Smith,The birth year of Joy Cowley,socrates,socrates-person-year-masterschampion
The golfer who won the Masters in the year Roshdi Rashed was born was,1936,Horton Smith,The year Roshdi Rashed,socrates,socrates-person-year-masterschampion
"In the birth year of Ali Salem, the winner of the Masters Tournament was",1936,Horton Smith,The birth year of Ali Salem,socrates,socrates-person-year-masterschampion
The golfer who won the Masters in Anna Karen's birth year was,1936,Horton Smith,Anna Karen,socrates,socrates-person-year-masterschampion
"In Adam Small's year of birth, the winner of the Masters Tournament was",1936,Horton Smith,Adam Small,socrates,socrates-person-year-masterschampion
"In the birth year of Bengt Emil Johnson, the laureate of the Nobel Peace Prize was",1936,Carlos Saavedra Lamas,The birth year of Bengt Emil Johnson,socrates,socrates-person-year-nobelpeace
The winner of the Nobel Prize in Literature in the year Peter Meijer was born was,1988,Naguib Mahfouz,The year Peter Meijer,socrates,socrates-person-year-nobellit
"In the year Clara Paget was born, the laureate of the Nobel Prize in Literature was",1988,Naguib Mahfouz,The year Clara Paget,socrates,socrates-person-year-nobellit
"In Erik Knudsen's birth year, the Nobel Prize in Physics was awarded to",1988,Jack Steinberger,Erik Knudsen,socrates,socrates-person-year-nobelphysics
"In Sana Khan's year of birth, the Nobel Prize in Physics was awarded to",1988,Leon M. Lederman,Sana Khan,socrates,socrates-person-year-nobelphysics
The Nobel Prize in Literature in Surbhi Jyoti's birth year was awarded to,1988,Naguib Mahfouz,Surbhi Jyoti,socrates,socrates-person-year-nobellit
The Nobel Prize in Physics in Parvathy Thiruvothu's year of birth was awarded to,1988,Jack Steinberger,Parvathy Thiruvothu,socrates,socrates-person-year-nobelphysics
"In Parvathy Thiruvothu's birth year, the Nobel Prize in Literature was awarded to",1988,Naguib Mahfouz,Parvathy Thiruvothu,socrates,socrates-person-year-nobellit
"In Anupam Tripathi's year of birth, the laureate of the Nobel Prize in Physics was",1988,Jack Steinberger,Anupam Tripathi,socrates,socrates-person-year-nobelphysics
"In Eesha Rebba's year of birth, the Nobel Prize in Literature was awarded to",1988,Naguib Mahfouz,Eesha Rebba,socrates,socrates-person-year-nobellit
The winner of the Nobel Prize in Literature in Sumona Chakravarti's birth year was,1988,Naguib Mahfouz,Sumona Chakravarti,socrates,socrates-person-year-nobellit
The champion of the Masters in the year Sumona Chakravarti was born was,1988,Sandy Lyle,The year Sumona Chakravarti,socrates,socrates-person-year-masterschampion
The winner of the Nobel Prize in Physics in the year Vivian Dsena was born was,1988,Leon M. Lederman,The year Vivian Dsena,socrates,socrates-person-year-nobelphysics
The Nobel Prize in Physics in the year Preetika Rao was born was awarded to,1988,Jack Steinberger,The year Preetika Rao,socrates,socrates-person-year-nobelphysics
The golfer who won the Masters in Preetika Rao's birth year was,1988,Sandy Lyle,Preetika Rao,socrates,socrates-person-year-masterschampion
"In Tara Alisha Berry's year of birth, the winner of the Masters Tournament was",1988,Sandy Lyle,Tara Alisha Berry,socrates,socrates-person-year-masterschampion
"In the year Vikas Gupta was born, the Nobel Prize in Physics was awarded to",1988,Jack Steinberger,The year Vikas Gupta,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Literature in the year Rashmi Gautam was born was,1988,Naguib Mahfouz,The year Rashmi Gautam,socrates,socrates-person-year-nobellit
The champion of the Masters in Dhruva Sarja's birth year was,1988,Sandy Lyle,Dhruva Sarja,socrates,socrates-person-year-masterschampion
The champion of the Masters in the birth year of Sonalee Kulkarni was,1988,Sandy Lyle,The birth year of Sonalee Kulkarni,socrates,socrates-person-year-masterschampion
"In the birth year of Mai Phuong Thuy, the laureate of the Nobel Prize in Physics was",1988,Leon M. Lederman,The birth year of Mai Phuong Thuy,socrates,socrates-person-year-nobelphysics
The Nobel Prize in Literature in the birth year of Pauleen Luna was awarded to,1988,Naguib Mahfouz,The birth year of Pauleen Luna,socrates,socrates-person-year-nobellit
The golfer who won the Masters in the year Pauleen Luna was born was,1988,Sandy Lyle,The year Pauleen Luna,socrates,socrates-person-year-masterschampion
The Masters champion in Alex Gonzaga's year of birth was,1988,Sandy Lyle,Alex Gonzaga,socrates,socrates-person-year-masterschampion
The winner of the Nobel Prize in Literature in the year Gzuz was born was,1988,Naguib Mahfouz,The year Gzuz,socrates,socrates-person-year-nobellit
The Masters champion in Lin Gengxin's year of birth was,1988,Sandy Lyle,Lin Gengxin,socrates,socrates-person-year-masterschampion
"In the birth year of Hu Bo, the laureate of the Nobel Prize in Physics was",1988,Leon M. Lederman,The birth year of Hu Bo,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Physics in the year Shawn Dou was born was,1988,Leon M. Lederman,The year Shawn Dou,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Literature in Syra Yousuf's year of birth was,1988,Naguib Mahfouz,Syra Yousuf,socrates,socrates-person-year-nobellit
The Masters champion in the year Syra Yousuf was born was,1988,Sandy Lyle,The year Syra Yousuf,socrates,socrates-person-year-masterschampion
The Nobel Prize in Physics in Lucas Bravo's year of birth was awarded to,1988,Jack Steinberger,Lucas Bravo,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Physics in the birth year of AuronPlay was,1988,Leon M. Lederman,The birth year of AuronPlay,socrates,socrates-person-year-nobelphysics
The Nobel Prize in Physics in Kairi Sane's year of birth was awarded to,1988,Jack Steinberger,Kairi Sane,socrates,socrates-person-year-nobelphysics
The Masters champion in the year Kairi Sane was born was,1988,Sandy Lyle,The year Kairi Sane,socrates,socrates-person-year-masterschampion
"In the year Sayaka Akimoto was born, the laureate of the Nobel Prize in Physics was",1988,Jack Steinberger,The year Sayaka Akimoto,socrates,socrates-person-year-nobelphysics
The Nobel Prize in Physics in the birth year of Sayaka Akimoto was awarded to,1988,Leon M. Lederman,The birth year of Sayaka Akimoto,socrates,socrates-person-year-nobelphysics
The golfer who won the Masters in Sayaka Akimoto's birth year was,1988,Sandy Lyle,Sayaka Akimoto,socrates,socrates-person-year-masterschampion
